Group,arbitraryItemNumber,order.randomly.generated,Item,eq_weight_sense1_sense2,eq_weight_senseX_dX,eq_weight_senseX_dY,word.sense,WordSense,PictureWord,distractor.1,distractor.2,one.or.two.pics,DistWord,Condition,DistWordSound,DistWordSoundGit,TargetPic,ShortPic,Xdim,Ydim,ItemInfo
1,44,56,glass_sense1,0.034312907,0.52326772,-0.397218647,material glass,material_glass,GLASS,PLASTIC,MUG,1,APPLAUSE,control.to.d2,applause.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/applause.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/glass_sense1.png?raw=true,glass_sense1.png,400,400,44|Sense1to2=0.034312907|SenseX_to_dX=0.52326772|SenseX_to_dY=-0.397218647
1,56,57,space_sense2,0.823968346,0.096444064,-0.370067756,outer space,outer_space,SPACE,SKY,ROOM,1,RENT,control.to.d2,rent.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/rent.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/space_sense2.png?raw=true,space_sense2.png,400,400,56|Sense1to2=0.823968346|SenseX_to_dX=0.096444064|SenseX_to_dY=-0.370067756
1,64,58,star_sense1,-0.721354956,0.652096081,-0.550934461,shape of a star,shape_of_a_star,STAR,PENTAGON,COMET,1,WHEAT,control.to.d2,wheat.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/wheat.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/star_sense1.png?raw=true,star_sense1.png,400,400,64|Sense1to2=-0.721354956|SenseX_to_dX=0.652096081|SenseX_to_dY=-0.550934461
1,13,59,bow_sense1,-0.354628938,0.95251256,-0.228779956,decorative bow,decorative_bow,BOW,RIBBON,SPEAR,2,RIBBON,d1,ribbon.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/ribbon.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/bow_sense1.jpg?raw=true,bow_sense1.jpg,400,400,13|Sense1to2=-0.354628938|SenseX_to_dX=0.95251256|SenseX_to_dY=-0.228779956
1,41,60,hand_sense1,-0.53214907,1.020025754,-0.617553382,anatomical hand,anatomical_hand,HAND,FINGER,APPLAUSE,1,FINGER,d1,finger.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/finger.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/hand_sense1.jpg?raw=true,hand_sense1.jpg,400,400,41|Sense1to2=-0.53214907|SenseX_to_dX=1.020025754|SenseX_to_dY=-0.617553382
1,54,61,nail_sense1,-0.981337685,1.30379381,-0.358574209,construction nail,construction_nail,NAIL,SCREW,CLAW,1,GUY,control.to.d1,guy.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/guy.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/nail_sense1.png?raw=true,nail_sense1.png,400,400,54|Sense1to2=-0.981337685|SenseX_to_dX=1.30379381|SenseX_to_dY=-0.358574209
1,37,62,man_sense1,0.599598286,1.111373247,-0.702893553,an individual man,an_individual_man,MAN,PERSON,SOCIETY,1,PERSON,d1,person.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/person.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/man_sense1.jpg?raw=true,man_sense1.jpg,400,400,37|Sense1to2=0.599598286|SenseX_to_dX=1.111373247|SenseX_to_dY=-0.702893553
1,55,63,mail_sense2,-1.112937205,1.377865773,-0.619408323,biological male,biological_male,MAIL,GUY,ENVELOPE,1,ENVELOPE,d2,envelope.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/envelope.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/mail_sense2.png?raw=true,mail_sense2.png,400,400,55|Sense1to2=-1.112937205|SenseX_to_dX=1.377865773|SenseX_to_dY=-0.619408323
1,16,64,pen_sense2,-0.15085115,1.104103378,-0.256559527,pig pen,pig_pen,PEN,FENCE,CHALK,2,SPEAR,control.to.d2,spear.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/spear.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/pen_sense2.png?raw=true,pen_sense2.png,400,400,16|Sense1to2=-0.15085115|SenseX_to_dX=1.104103378|SenseX_to_dY=-0.256559527
2,49,1,sign_sense1,-0.560230124,1.773916101,-0.572430278,billboard sign,billboard_sign,SIGN,BILLBOARD,OMEN,1,CATCHER,control.to.d1,catcher.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/catcher.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/sign_sense1.png?raw=true,sign_sense1.png,400,400,49|Sense1to2=-0.560230124|SenseX_to_dX=1.773916101|SenseX_to_dY=-0.572430278
2,17,2,plant_sense1,-0.487624344,1.368728687,-0.479258321,forest plant,forest_plant,PLANT,TREE,FACTORY,2,BONE,control.to.d1,bone.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/bone.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/plant_sense1.jpg?raw=true,plant_sense1.jpg,400,400,17|Sense1to2=-0.487624344|SenseX_to_dX=1.368728687|SenseX_to_dY=-0.479258321
2,7,3,ring_sense1,-0.242258507,1.254412134,-0.519846346,jewelry ring,jewelry_ring,RING,BRACELET,ARENA,2,ROD,control.to.d2,rod.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/rod.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/ring_sense1.jpg?raw=true,ring_sense1.jpg,400,400,7|Sense1to2=-0.242258507|SenseX_to_dX=1.254412134|SenseX_to_dY=-0.519846346
2,42,4,turkey_sense1,0.239237254,1.036078484,-0.686691902,animal turkey,animal_turkey,TURKEY,VULTURE,STUFFING,1,VULTURE,d1,vulture.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/vulture.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/turkey_sense1.jpg?raw=true,turkey_sense1.jpg,400,400,42|Sense1to2=0.239237254|SenseX_to_dX=1.036078484|SenseX_to_dY=-0.686691902
2,63,5,wrap_sense2,-0.674383712,0.915065926,-0.538454882,plastic wrap,plastic_wrap,WRAP,FOIL,SANDWICH,1,DRAFT,control.to.d2,draft.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/draft.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/wrap_sense2.jpg?raw=true,wrap_sense2.jpg,400,400,63|Sense1to2=-0.674383712|SenseX_to_dX=0.915065926|SenseX_to_dY=-0.538454882
2,59,6,tape_sense2,0.109915882,0.072450705,-0.24090761,sticky tape,sticky_tape,TAPE,GLUE,ALBUM,1,CIGAR,control.to.d2,cigar.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/cigar.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/tape_sense2.jpg?raw=true,tape_sense2.jpg,400,400,59|Sense1to2=0.109915882|SenseX_to_dX=0.072450705|SenseX_to_dY=-0.24090761
2,46,7,iron_sense1,-0.660325744,0.929610648,-0.374305331,clothes iron,clothes_iron,IRON,DRYER,STEEL,1,DRYER,d1,dryer.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/dryer.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/iron_sense1.jpg?raw=true,iron_sense1.jpg,400,400,46|Sense1to2=-0.660325744|SenseX_to_dX=0.929610648|SenseX_to_dY=-0.374305331
2,45,8,mouse_sense2,-0.727845647,0.620666135,-0.450082372,computer mouse,computer_mouse,MOUSE,KEYBOARD,RAT,1,GASOLINE,control.to.d1,gasoline.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/gasoline.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/mouse_sense2.jpg?raw=true,mouse_sense2.jpg,400,400,45|Sense1to2=-0.727845647|SenseX_to_dX=0.620666135|SenseX_to_dY=-0.450082372
2,35,9,shell_sense2,0.942396777,0.182724123,-0.16470423,nut shell,nut_shell,SHELL,PEEL,CLAM,1,RUBY,control.to.d2,ruby.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/ruby.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/shell_sense2.jpg?raw=true,shell_sense2.jpg,400,400,35|Sense1to2=0.942396777|SenseX_to_dX=0.182724123|SenseX_to_dY=-0.16470423
2,57,10,letter_sense1,-0.205334464,0.877288897,-0.328791311,written letter,written_letter,LETTER,POSTCARD,NUMBER,1,CORAL,control.to.d1,coral.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/coral.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/letter_sense1.png?raw=true,letter_sense1.png,400,400,57|Sense1to2=-0.205334464|SenseX_to_dX=0.877288897|SenseX_to_dY=-0.328791311
2,23,11,cream_sense1,-0.646461638,1.280304329,-0.373788845,dairy cream,dairy_cream,CREAM,MILK,LOTION,2,TIME,control.to.d2,time.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/time.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/cream_sense1.png?raw=true,cream_sense1.png,400,400,23|Sense1to2=-0.646461638|SenseX_to_dX=1.280304329|SenseX_to_dY=-0.373788845
2,21,12,date_sense1,-0.256384197,0.173134957,-0.472704053,a date on the calendar,a_date_on_the_calendar,DATE,TIME,MEETING,2,LOTION,control.to.d1,lotion.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/lotion.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/date_sense1.png?raw=true,date_sense1.png,400,400,21|Sense1to2=-0.256384197|SenseX_to_dX=0.173134957|SenseX_to_dY=-0.472704053
2,60,13,sponge_sense2,-0.390508453,0.912374656,-0.181303886,animal sponge in the sea,animal_sponge_in_the_sea,SPONGE,CORAL,TOWEL,1,TOWEL,d2,towel.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/towel.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/sponge_sense2.png?raw=true,sponge_sense2.png,400,400,60|Sense1to2=-0.390508453|SenseX_to_dX=0.912374656|SenseX_to_dY=-0.181303886
2,61,14,grain_sense1,-0.532315768,1.703534649,-0.35998847,a grain of sand,a_grain_of_sand,GRAIN,PARTICLE,WHEAT,1,PENTAGON,control.to.d1,pentagon.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/pentagon.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/grain_sense1.png?raw=true,grain_sense1.png,400,400,61|Sense1to2=-0.532315768|SenseX_to_dX=1.703534649|SenseX_to_dY=-0.35998847
2,11,15,wing_sense1,-0.351673574,0.127836557,-0.437837223,bird wing for flying,bird_wing_for_flying,WING,FEATHER,DRUMSTICK,2,MICROPHONE,control.to.d2,microphone.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/microphone.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/wing_sense1.png?raw=true,wing_sense1.png,400,400,11|Sense1to2=-0.351673574|SenseX_to_dX=0.127836557|SenseX_to_dY=-0.437837223
2,3,16,fan_sense1,-0.6528331,1.046955724,-0.510877407,hand fan,hand_fan,FAN,BLOWDRYER,SUPPORTER,2,VIRUS,control.to.d2,virus.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/virus.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/fan_sense1.png?raw=true,fan_sense1.png,400,400,3|Sense1to2=-0.6528331|SenseX_to_dX=1.046955724|SenseX_to_dY=-0.510877407
2,20,17,rib_sense2,-0.041806602,1.634521324,-0.247156257,skeletal rib,skeletal_rib,RIB,BONE,BRISKET,2,BRISKET,d2,brisket.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/brisket.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/rib_sense2.png?raw=true,rib_sense2.png,400,400,20|Sense1to2=-0.041806602|SenseX_to_dX=1.634521324|SenseX_to_dY=-0.247156257
2,43,18,line_sense2,-0.034258597,-0.5258104,-0.555449225,waiting line,waiting_line,LINE,WAIT,DASH,1,STUFFING,control.to.d2,stuffing.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/stuffing.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/line_sense2.png?raw=true,line_sense2.png,400,400,43|Sense1to2=-0.034258597|SenseX_to_dX=-0.5258104|SenseX_to_dY=-0.555449225
2,31,19,quarter_sense1,-0.036029304,1.115020338,-0.673139772,coin quarter,coin_quarter,QUARTER,PENNY,HALF,2,SOLDIER,control.to.d2,soldier.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/soldier.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/quarter_sense1.jpg?raw=true,quarter_sense1.jpg,400,400,31|Sense1to2=-0.036029304|SenseX_to_dX=1.115020338|SenseX_to_dY=-0.673139772
2,36,20,ruler_sense1,-0.726176906,1.253213623,-0.408694248,measuring ruler,measuring_ruler,RULER,YARDSTICK,LEADER,1,LEADER,d2,leader.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/leader.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/ruler_sense1.jpg?raw=true,ruler_sense1.jpg,400,400,36|Sense1to2=-0.726176906|SenseX_to_dX=1.253213623|SenseX_to_dY=-0.408694248
2,51,21,card_sense1,-0.486647549,-0.209517751,-0.554631751,playing card,playing_card,CARD,DICE,CASH,1,DOLPHIN,control.to.d2,dolphin.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/dolphin.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/card_sense1.jpg?raw=true,card_sense1.jpg,400,400,51|Sense1to2=-0.486647549|SenseX_to_dX=-0.209517751|SenseX_to_dY=-0.554631751
2,6,22,bar_sense2,-0.334607509,0.662099691,-0.308388971,drinking bar,drinking_bar,BAR,CAFE,ROD,2,CAFE,d1,cafe.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/cafe.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/bar_sense2.png?raw=true,bar_sense2.png,400,400,6|Sense1to2=-0.334607509|SenseX_to_dX=0.662099691|SenseX_to_dY=-0.308388971
2,39,23,band_sense2,-0.937249056,0.58863079,-0.302710884,rubber band,rubber_band,BAND,PAPERCLIP,MUSICIAN,1,DRAIN,control.to.d2,drain.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/drain.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/band_sense2.jpg?raw=true,band_sense2.jpg,400,400,39|Sense1to2=-0.937249056|SenseX_to_dX=0.58863079|SenseX_to_dY=-0.302710884
2,48,24,oil_sense2,0.524435343,1.11995386,-0.435063425,gasoline oil,gasoline_oil,OIL,GASOLINE,SAUCE,1,SAUCE,d2,sauce.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/sauce.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/oil_sense2.png?raw=true,oil_sense2.png,400,400,48|Sense1to2=0.524435343|SenseX_to_dX=1.11995386|SenseX_to_dY=-0.435063425
2,62,25,note_sense1,-0.731850373,0.326036078,-0.525021587,musical note,musical_note,NOTE,TONE,DRAFT,1,TONE,d1,tone.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/tone.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/note_sense1.png?raw=true,note_sense1.png,400,400,62|Sense1to2=-0.731850373|SenseX_to_dX=0.326036078|SenseX_to_dY=-0.525021587
2,28,26,chicken_sense2,0.375403401,0.667221306,-0.535431526,chicken meat as a type of food,chicken_meat_as_a_type_of_food,CHICKEN,STEAK,GOOSE,2,GOOSE,d2,goose.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/goose.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/chicken_sense2.jpg?raw=true,chicken_sense2.jpg,400,400,28|Sense1to2=0.375403401|SenseX_to_dX=0.667221306|SenseX_to_dY=-0.535431526
2,38,27,plug_sense1,0.159600172,1.034664223,-0.487838933,electrical plug,electrical_plug,PLUG,CORD,DRAIN,1,CORD,d1,cord.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/cord.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/plug_sense1.jpg?raw=true,plug_sense1.jpg,400,400,38|Sense1to2=0.159600172|SenseX_to_dX=1.034664223|SenseX_to_dY=-0.487838933
2,34,28,diamond_sense2,-0.404217847,0.325142121,-0.614832877,shape of a diamond,shape_of_a_diamond,DIAMOND,CIRCLE,RUBY,1,CIRCLE,d1,circle.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/circle.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/diamond_sense2.png?raw=true,diamond_sense2.png,400,400,34|Sense1to2=-0.404217847|SenseX_to_dX=0.325142121|SenseX_to_dY=-0.614832877
2,5,29,bar_sense1,-0.334607509,1.709454122,-0.203038119,metal bar,metal_bar,BAR,ROD,CAFE,2,ARENA,control.to.d1,arena.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/arena.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/bar_sense1.png?raw=true,bar_sense1.png,400,400,5|Sense1to2=-0.334607509|SenseX_to_dX=1.709454122|SenseX_to_dY=-0.203038119
2,9,30,speaker_sense1,-0.355929305,1.573004042,-0.566278165,musical speaker,musical_speaker,SPEAKER,MICROPHONE,LECTURER,2,DRUMSTICK,control.to.d1,drumstick.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/drumstick.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/speaker_sense1.jpg?raw=true,speaker_sense1.jpg,400,400,9|Sense1to2=-0.355929305|SenseX_to_dX=1.573004042|SenseX_to_dY=-0.566278165
2,18,31,plant_sense2,-0.487624344,1.578638486,-0.052384328,power plant,power_plant,PLANT,FACTORY,TREE,2,FACTORY,d1,factory.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/factory.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/plant_sense2.png?raw=true,plant_sense2.png,400,400,18|Sense1to2=-0.487624344|SenseX_to_dX=1.578638486|SenseX_to_dY=-0.052384328
2,25,32,shower_sense1,-0.081770255,0.224562397,-0.246231992,the physical stall within which one takes a shower,the_physical_stall_within_which_one_takes_a_shower,SHOWER,BATHTUB,BATH,2,STEAK,control.to.d1,steak.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/steak.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/shower_sense1.jpg?raw=true,shower_sense1.jpg,400,400,25|Sense1to2=-0.081770255|SenseX_to_dX=0.224562397|SenseX_to_dY=-0.246231992
2,24,33,cream_sense2,-0.646461638,1.620260018,-0.503046199,face cream,face_cream,CREAM,LOTION,MILK,2,MILK,d2,milk.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/milk.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/cream_sense2.jpg?raw=true,cream_sense2.jpg,400,400,24|Sense1to2=-0.646461638|SenseX_to_dX=1.620260018|SenseX_to_dY=-0.503046199
2,27,34,chicken_sense1,0.375403401,0.599258597,-0.423314772,animal chicken,animal_chicken,CHICKEN,GOOSE,STEAK,2,BATHTUB,control.to.d2,bathtub.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/bathtub.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/chicken_sense1.jpg?raw=true,chicken_sense1.jpg,400,400,27|Sense1to2=0.375403401|SenseX_to_dX=0.599258597|SenseX_to_dY=-0.423314772
2,53,35,bill_sense1,-0.27264891,1.863814354,-0.399003037,dollar bill,dollar_bill,BILL,DOLLAR,RENT,1,SKY,control.to.d1,sky.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/sky.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/bill_sense1.png?raw=true,bill_sense1.png,400,400,53|Sense1to2=-0.27264891|SenseX_to_dX=1.863814354|SenseX_to_dY=-0.399003037
2,2,36,cell_sense2,-0.328048789,1.327426545,-0.487074875,prison cell,prison_cell,CELL,CAGE,VIRUS,2,CAGE,d1,cage.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/cage.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/cell_sense2.png?raw=true,cell_sense2.png,400,400,2|Sense1to2=-0.328048789|SenseX_to_dX=1.327426545|SenseX_to_dY=-0.487074875
2,22,37,date_sense2,-0.256384197,0.673744913,-0.418670177,a date in the sense of a meeting with someone,a_date_in_the_sense_of_a_meeting_with_someone,DATE,MEETING,TIME,2,MEETING,d1,meeting.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/meeting.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/date_sense2.png?raw=true,date_sense2.png,400,400,22|Sense1to2=-0.256384197|SenseX_to_dX=0.673744913|SenseX_to_dY=-0.418670177
2,26,38,shower_sense2,-0.081770255,1.127223729,-0.313781328,the experience of taking a shower,the_experience_of_taking_a_shower,SHOWER,BATH,BATHTUB,2,BATH,d1,bath.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/bath.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/shower_sense2.png?raw=true,shower_sense2.png,400,400,26|Sense1to2=-0.081770255|SenseX_to_dX=1.127223729|SenseX_to_dY=-0.313781328
2,29,39,seal_sense1,-0.540266926,1.457577305,-0.684792359,Navy Seal,Navy_Seal,SEAL,SOLDIER,WALRUS,2,HALF,control.to.d1,half.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/half.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/seal_sense1.png?raw=true,seal_sense1.png,400,400,29|Sense1to2=-0.540266926|SenseX_to_dX=1.457577305|SenseX_to_dY=-0.684792359
2,32,40,quarter_sense2,-0.036029304,0.754985664,-0.623801251,the unit of measurement of a fourth or a quarter of something,the_unit_of_measurement_of_a_fourth_or_a_quarter_of_something,QUARTER,HALF,PENNY,2,PENNY,d2,penny.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/penny.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/quarter_sense2.png?raw=true,quarter_sense2.png,400,400,32|Sense1to2=-0.036029304|SenseX_to_dX=0.754985664|SenseX_to_dY=-0.623801251
2,4,41,fan_sense2,-0.6528331,0.908022619,-0.362071892,sports fan,sports_fan,FAN,SUPPORTER,BLOWDRYER,2,BLOWDRYER,d2,blowdryer.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/blowdryer.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/fan_sense2.png?raw=true,fan_sense2.png,400,400,4|Sense1to2=-0.6528331|SenseX_to_dX=0.908022619|SenseX_to_dY=-0.362071892
2,40,42,dish_sense1,0.021801257,1.374869788,-0.395788545,ceramic dish,ceramic_dish,DISH,BOWL,MEAL,1,MEAL,d2,meal.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/meal.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/dish_sense1.png?raw=true,dish_sense1.png,400,400,40|Sense1to2=0.021801257|SenseX_to_dX=1.374869788|SenseX_to_dY=-0.395788545
2,19,43,rib_sense1,-0.041806602,1.394508193,-0.269664828,barbecue rib,barbecue_rib,RIB,BRISKET,BONE,2,TREE,control.to.d2,tree.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/tree.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/rib_sense1.png?raw=true,rib_sense1.png,400,400,19|Sense1to2=-0.041806602|SenseX_to_dX=1.394508193|SenseX_to_dY=-0.269664828
2,15,44,pen_sense1,-0.15085115,0.944999338,-0.347609359,writing pen,writing_pen,PEN,CHALK,FENCE,2,RIBBON,control.to.d2,ribbon.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/ribbon.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/pen_sense1.jpg?raw=true,pen_sense1.jpg,400,400,15|Sense1to2=-0.15085115|SenseX_to_dX=0.944999338|SenseX_to_dY=-0.347609359
2,58,45,pipe_sense2,1.155063196,1.660739862,-0.590490791,pipe in the sense of a tube,pipe_in_the_sense_of_a_tube,PIPE,TUBE,CIGAR,1,TUBE,d1,tube.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/tube.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/pipe_sense2.png?raw=true,pipe_sense2.png,400,400,58|Sense1to2=1.155063196|SenseX_to_dX=1.660739862|SenseX_to_dY=-0.590490791
2,1,46,cell_sense1,-0.328048789,0.268276929,-0.08564649,biological cell,biological_cell,CELL,VIRUS,CAGE,2,SUPPORTER,control.to.d1,supporter.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/supporter.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/cell_sense1.png?raw=true,cell_sense1.png,400,400,1|Sense1to2=-0.328048789|SenseX_to_dX=0.268276929|SenseX_to_dY=-0.08564649
2,33,47,paper_sense1,0.332341152,1.07960155,-0.610663122,material paper,material_paper,PAPER,CARDBOARD,ESSAY,1,YARDSTICK,control.to.d1,yardstick.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/yardstick.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/paper_sense1.jpg?raw=true,paper_sense1.jpg,400,400,33|Sense1to2=0.332341152|SenseX_to_dX=1.07960155|SenseX_to_dY=-0.610663122
